-69								-69
47								47
0								0
35								35
39								39
0								0
56								56
-113								-113
0								0
0								0
0								0
15								15
8								8
56								56
0								0
70								70
49								49
25								25
3								3
0								0
0								0
0								0
1								1
-93								-93
0								0
0								0
0								0
0								0
-28								-28
21								21
9								9
0								0
0								0
-73								-73
0								0
-84								-84
42								42
-76								-76
0								0
0								0
-47								-47
0								0
102								102
0								0
0								0
0								0
28								28
0								0
110								110
0								0
0								0
0								0
0								0
3								3
54								54
57								57
-91								-91
0								0
-45								-45
0								0
0								0
8								8
33								33
0								0
0								0
0								0
35								35
0								0
0								0
13								13
0								0
0								0
72								72
58								58
0								0
0								0
19								19
23								23
69								69
45								45
-93								-93
-24								-24
0								0
55								55
-17								-17
0								0
10								10
-110								-110
0								0
-100								-100
0								0
-27								-27
0								0
74								74
4								4
4								4
33								33
33								33
0								0
0								0
47								47
-72								-72
0								0
0								0
12								12
0								0
0								0
0								0
4								4
0								0
0								0
0								0
-23								-23
31								31
0								0
-1								-1
0								0
52								52
-45								-45
54								54
0								0
0								0
0								0
35								35
0								0
0								0
17								17
82								82
-4								-4
7								7
-8								-8
19								19
-66								-66
0								0
0								0
0								0
0								0
0								0
0								0
0								0
-92								-92
0								0
-71								-71
35								35
0								0
13								13
0								0
12								12
-100								-100
24								24
34								34
90								90
-108								-108
-85								-85
25								25
69								69
0								0
1								1
0								0
55								55
0								0
0								0
0								0
0								0
22								22
-93								-93
0								0
0								0
0								0
42								42
-35								-35
0								0
3								3
-11								-11
0								0
15								15
-32								-32
68								68
37								37
0								0
16								16
55								55
0								0
-107								-107
10								10
-128								-128
0								0
0								0
0								0
126								126
0								0
0								0
0								0
38								38
40								40
27								27
12								12
17								17
23								23
0								0
-111								-111
94								94
60								60
0								0
109								109
109								109
0								0
63								63
0								0
0								0
0								0
0								0
0								0
33								33
51								51
0								0
59								59
30								30
20								20
0								0
0								0
0								0
7								7
0								0
0								0
34								34
-26								-26
-15								-15
54								54
0								0
0								0
0								0
0								0
-14								-14
0								0
97								97
6								6
0								0
0								0
0								0
0								0
45								45
0								0
0								0
59								59
48								48
62								62
0								0
0								0
-30								-30
-89								-89
0								0
49								49
0								0
0								0
50								50
46								46
0								0
-101								-101
0								0
-80								-80
0								0
-59								-59
0								0
0								0
0								0
12								12
124								124
0								0
0								0
77								77
0								0
0								0
59								59
9								9
0								0
31								31
0								0
0								0
-90								-90
0								0
-106								-106
22								22
0								0
58								58
0								0
-43								-43
0								0
-52								-52
0								0
0								0
-4								-4
0								0
32								32
0								0
0								0
0								0
39								39
3								3
0								0
27								27
45								45
0								0
0								0
0								0
0								0
0								0
0								0
-117								-117
19								19
0								0
0								0
38								38
123								123
0								0
0								0
10								10
0								0
0								0
0								0
0								0
-118								-118
104								104
0								0
31								31
-17								-17
0								0
0								0
0								0
59								59
14								14
9								9
35								35
0								0
1								1
0								0
0								0
0								0
43								43
57								57
60								60
0								0
0								0
83								83
51								51
2								2
0								0
0								0
44								44
19								19
0								0
0								0
0								0
0								0
13								13
105								105
0								0
53								53
107								107
107								107
13								13
0								0
0								0
0								0
-88								-88
0								0
-6								-6
0								0
0								0
0								0
0								0
118								118
127								127
2								2
0								0
88								88
23								23
0								0
0								0
0								0
-128								-128
0								0
0								0
10								10
1								1
0								0
0								0
62								62
121								121
0								0
126								126
33								33
0								0
118								118
-52								-52
61								61
0								0
-118								-118
0								0
-97								-97
42								42
0								0
-128								-128
14								14
0								0
0								0
0								0
47								47
0								0
0								0
0								0
-119								-119
0								0
36								36
0								0
0								0
-99								-99
0								0
0								0
0								0
73								73
0								0
0								0
0								0
0								0
0								0
44								44
0								0
0								0
60								60
31								31
0								0
0								0
0								0
0								0
84								84
0								0
1								1
0								0
0								0
0								0
0								0
0								0
10								10
7								7
10								10
0								0
0								0
0								0
0								0
0								0
0								0
0								0
21								21
15								15
47								47
62								62
37								37
0								0
71								71
0								0
0								0
61								61
0								0
34								34
-7								-7
0								0
0								0
0								0
54								54
34								34
0								0
0								0
0								0
47								47
26								26
0								0
49								49
0								0
0								0
37								37
0								0
0								0
0								0
0								0
42								42
31								31
0								0
-51								-51
0								0
19								19
0								0
0								0
0								0
0								0
-92								-92
0								0
44								44
0								0
-41								-41
24								24
0								0
0								0
-14								-14
0								0
0								0
0								0
-89								-89
0								0
0								0
0								0
0								0
59								59
0								0
0								0
0								0
0								0
8								8
0								0
56								56
0								0
0								0
12								12
0								0
6								6
0								0
37								37
0								0
-66								-66
42								42
34								34
0								0
0								0
0								0
15								15
27								27
0								0
0								0
0								0
0								0
0								0
0								0
-17								-17
0								0
0								0
0								0
0								0
49								49
0								0
0								0
118								118
0								0
0								0
51								51
0								0
0								0
-14								-14
0								0
-39								-39
0								0
0								0
0								0
0								0
46								46
0								0
-67								-67
31								31
0								0
0								0
0								0
0								0
0								0
39								39
0								0
61								61
0								0
0								0
0								0
0								0
30								30
-117								-117
2								2
0								0
0								0
-56								-56
0								0
104								104
40								40
0								0
0								0
0								0
0								0
15								15
-11								-11
48								48
0								0
28								28
-110								-110
37								37
-2								-2
47								47
24								24
27								27
48								48
-52								-52
0								0
87								87
