16								16
-123								-123
0								0
31								31
0								0
0								0
29								29
0								0
63								63
0								0
0								0
62								62
17								17
100								100
0								0
0								0
0								0
44								44
0								0
62								62
0								0
0								0
0								0
0								0
0								0
53								53
0								0
0								0
0								0
31								31
28								28
0								0
45								45
79								79
21								21
0								0
101								101
0								0
-35								-35
26								26
33								33
0								0
37								37
-31								-31
18								18
-27								-27
71								71
0								0
63								63
-76								-76
8								8
-43								-43
0								0
106								106
-112								-112
0								0
0								0
123								123
0								0
0								0
27								27
0								0
0								0
57								57
62								62
-94								-94
0								0
34								34
92								92
0								0
125								125
0								0
-80								-80
-31								-31
20								20
0								0
0								0
42								42
19								19
24								24
114								114
0								0
22								22
0								0
19								19
13								13
6								6
64								64
0								0
32								32
-48								-48
0								0
37								37
52								52
0								0
4								4
7								7
0								0
-93								-93
0								0
0								0
0								0
0								0
0								0
-15								-15
26								26
0								0
0								0
49								49
0								0
0								0
0								0
124								124
29								29
0								0
-51								-51
0								0
0								0
0								0
105								105
45								45
-10								-10
27								27
40								40
-70								-70
0								0
38								38
1								1
0								0
0								0
0								0
-24								-24
80								80
0								0
0								0
20								20
0								0
0								0
29								29
0								0
0								0
-52								-52
65								65
0								0
-18								-18
1								1
0								0
-26								-26
20								20
0								0
9								9
-95								-95
0								0
75								75
81								81
-108								-108
45								45
-55								-55
0								0
-26								-26
0								0
0								0
5								5
0								0
0								0
1								1
0								0
12								12
-8								-8
46								46
0								0
12								12
49								49
108								108
114								114
46								46
0								0
0								0
0								0
40								40
0								0
45								45
0								0
0								0
0								0
15								15
3								3
0								0
0								0
63								63
108								108
0								0
9								9
0								0
0								0
0								0
21								21
0								0
-24								-24
-29								-29
-93								-93
0								0
0								0
0								0
0								0
0								0
23								23
-59								-59
73								73
0								0
0								0
74								74
-59								-59
0								0
0								0
0								0
51								51
0								0
5								5
0								0
61								61
0								0
20								20
0								0
0								0
48								48
0								0
0								0
0								0
0								0
0								0
53								53
40								40
0								0
35								35
0								0
18								18
0								0
0								0
22								22
7								7
0								0
0								0
49								49
0								0
-126								-126
0								0
21								21
0								0
45								45
-109								-109
2								2
0								0
44								44
0								0
-48								-48
54								54
11								11
-7								-7
0								0
20								20
-60								-60
70								70
56								56
38								38
0								0
51								51
0								0
20								20
52								52
59								59
0								0
32								32
-7								-7
-55								-55
0								0
0								0
0								0
0								0
0								0
-106								-106
-76								-76
0								0
0								0
0								0
0								0
0								0
0								0
0								0
0								0
-50								-50
17								17
61								61
0								0
0								0
90								90
0								0
21								21
0								0
0								0
0								0
0								0
29								29
0								0
12								12
40								40
56								56
0								0
15								15
58								58
17								17
47								47
40								40
0								0
2								2
40								40
0								0
0								0
102								102
0								0
39								39
41								41
0								0
37								37
-97								-97
0								0
0								0
0								0
35								35
0								0
2								2
13								13
15								15
50								50
0								0
44								44
38								38
93								93
0								0
-107								-107
34								34
0								0
-85								-85
0								0
-99								-99
84								84
-94								-94
-105								-105
0								0
0								0
0								0
44								44
0								0
0								0
24								24
0								0
49								49
0								0
0								0
0								0
24								24
116								116
0								0
45								45
0								0
0								0
0								0
0								0
85								85
0								0
-3								-3
-23								-23
22								22
0								0
4								4
-33								-33
0								0
49								49
0								0
0								0
0								0
10								10
21								21
0								0
0								0
0								0
8								8
0								0
0								0
0								0
8								8
61								61
61								61
0								0
24								24
0								0
0								0
55								55
0								0
0								0
0								0
57								57
33								33
24								24
-75								-75
0								0
14								14
0								0
96								96
31								31
0								0
0								0
37								37
0								0
0								0
124								124
-111								-111
0								0
0								0
4								4
0								0
0								0
0								0
0								0
0								0
0								0
0								0
0								0
-120								-120
0								0
23								23
0								0
0								0
0								0
64								64
-52								-52
0								0
0								0
-23								-23
0								0
-10								-10
-13								-13
-82								-82
0								0
13								13
0								0
28								28
40								40
-59								-59
74								74
21								21
46								46
-125								-125
0								0
82								82
0								0
0								0
0								0
0								0
0								0
0								0
0								0
35								35
0								0
10								10
0								0
0								0
0								0
47								47
3								3
57								57
0								0
41								41
0								0
-56								-56
-9								-9
15								15
20								20
0								0
0								0
23								23
7								7
-66								-66
-47								-47
-90								-90
10								10
22								22
4								4
0								0
0								0
61								61
0								0
0								0
13								13
6								6
70								70
-95								-95
0								0
0								0
0								0
0								0
7								7
0								0
0								0
0								0
34								34
0								0
0								0
-3								-3
0								0
18								18
-125								-125
102								102
0								0
50								50
0								0
51								51
0								0
0								0
-42								-42
19								19
52								52
9								9
10								10
0								0
0								0
0								0
58								58
0								0
0								0
0								0
45								45
37								37
0								0
0								0
0								0
20								20
0								0
0								0
0								0
30								30
61								61
-28								-28
0								0
0								0
0								0
48								48
98								98
0								0
46								46
0								0
7								7
0								0
7								7
111								111
0								0
3								3
0								0
53								53
114								114
0								0
59								59
0								0
40								40
0								0
-50								-50
92								92
38								38
-98								-98
0								0
0								0
0								0
0								0
8								8
52								52
0								0
3								3
46								46
0								0
-26								-26
78								78
0								0
60								60
0								0
0								0
0								0
40								40
0								0
26								26
30								30
0								0
95								95
99								99
8								8
0								0
32								32
0								0
25								25
-126								-126
0								0
0								0
0								0
57								57
56								56
0								0
0								0
-21								-21
0								0
0								0
0								0
62								62
0								0
-67								-67
0								0
0								0
0								0
0								0
0								0
0								0
0								0
0								0
41								41
0								0
62								62
0								0
110								110
0								0
0								0
0								0
0								0
-50								-50
38								38
15								15
0								0
-116								-116
42								42
59								59
0								0
46								46
0								0
0								0
0								0
105								105
0								0
33								33
-96								-96
-116								-116
0								0
0								0
0								0
0								0
85								85
101								101
-90								-90
-106								-106
0								0
-38								-38
36								36
17								17
20								20
-77								-77
47								47
0								0
0								0
0								0
-83								-83
0								0
0								0
0								0
0								0
0								0
0								0
-85								-85
0								0
0								0
126								126
-46								-46
Page Hits = 181							Page Hits = 181
Page Faults = 762						Page Faults = 762
TLB Hits = 57							TLB Hits = 57
TLB Faults = 943						TLB Faults = 943
